Product Name,Category,Sub-category,Company,Retail Price,Consumer Price,Bulk Price,Bulk Limit,imageUrl,imageUrl
CupKake Chocolate (12 pcs),Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1727705536418-Dawn%20Chocolate%20Cup%20Cake%20180%20gm_11zon..webp,https://admin.dealcart.io/products/medium-1727705536418-Dawn%20Chocolate%20Cup%20Cake%20180%20gm_11zon..webp
CupKake Birthday (12 pcs),Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1721634500619-HIlal%20Cupkake%20Birthday..webp,https://admin.dealcart.io/products/medium-1721634500619-HIlal%20Cupkake%20Birthday..webp
CupKake - Celebrations (12 pcs),Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1720867979274-Hilal%20Cupkake%20Celebrations%20Rs.%2020%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1720867979274-Hilal%20Cupkake%20Celebrations%20Rs.%2020%20%281x12%29..webp
Creamfillz - Vanilla (10 pcs),Cake,Cake,Hilal,240,220,215,,,
Creamfillz - Chocolate (10 pcs),Cake,Cake,Hilal,240,220,215,,,
Creamfillz - Strawberry (10 pcs),Cake,Cake,Hilal,240,220,215,,,
Bake Time Cake Plain Slices,Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1702985127867-Category%20Tile%20Grid%20%2862%29..webp,https://admin.dealcart.io/products/medium-1702985127867-Category%20Tile%20Grid%20%2862%29..webp
Bake Time D.Chocolate Slices,Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1713248951803-Hilal%20Bake%20Time%20Fruit%20Slices%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1713248951803-Hilal%20Bake%20Time%20Fruit%20Slices%20Rs.%2040%20%281x6%29..webp
Bake Time - Marble Slices,Cake,Cake,Hilal,240,220,215,,,
Kake - Chocolate (24 pcs),Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1723897990079-hilalcupkake_11zon..webp,https://admin.dealcart.io/products/medium-1723897990079-hilalcupkake_11zon..webp
Kake - Strawberry (24 pcs),Cake,Cake,Hilal,240,220,215,,https://admin.dealcart.io/products/medium-1716215351872-Hilal%20Kake%20Strawberry%20Rs.%2010%20%281x24%29%20%281%29..webp,https://admin.dealcart.io/products/medium-1716215351872-Hilal%20Kake%20Strawberry%20Rs.%2010%20%281x24%29%20%281%29..webp
Makhan Wala Rs.20 (8Pcs),Biscuits,Biscuits,Gibs,160,145,138,,https://admin.dealcart.io/products/medium-1733381283477-Blue%20Band%20Regular%20Margarine%20100g..webp,https://admin.dealcart.io/products/medium-1733381283477-Blue%20Band%20Regular%20Margarine%20100g..webp
Mini Cone Box Rs.10 (50Pcs),Biscuits,Biscuits,Gibs,500,300,280,,,
Butter Cookies Rs.10 (16Pcs),Biscuits,Biscuits,Gibs,160,145,135,,,
Badami Cone Box Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,210,205,,https://admin.dealcart.io/products/medium-1741246612186-Wall%27s%20Royal%20Badami%20Tub%20700ml..webp,https://admin.dealcart.io/products/medium-1741246612186-Wall%27s%20Royal%20Badami%20Tub%20700ml..webp
Badam Cookies Rs.20 (12Pcs),Biscuits,Biscuits,Gibs,240,210,205,,https://admin.dealcart.io/products/medium-1755329137077-United%20King%20Biscotti%20Almond%20210%20gm..webp,https://admin.dealcart.io/products/medium-1755329137077-United%20King%20Biscotti%20Almond%20210%20gm..webp
Biskela Chocolate Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,210,205,,,
Conito Tutifruti Cone Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,210,205,,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp
Chocodoo Vanilla Rs.10 (16Pcs),Biscuits,Biscuits,Gibs,160,145,143,,https://admin.dealcart.io/products/medium-1759750565352-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20X-Long%20Size%2016%20Pcs..webp,https://admin.dealcart.io/products/medium-1759750565352-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20X-Long%20Size%2016%20Pcs..webp
Chocolate Cone Box Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,215,210,,https://admin.dealcart.io/products/medium-1747120888173-Wall%27s%20Cornetto%20Double%20Chocolate%20100%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120888173-Wall%27s%20Cornetto%20Double%20Chocolate%20100%20ml%20-%20Pack%20Of%203..webp
Choco Jammers Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,215,210,,https://admin.dealcart.io/products/medium-1746791379914-Choco%20Jammin%20Strawberry%20Rs.%2030%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1746791379914-Choco%20Jammin%20Strawberry%20Rs.%2030%20%281x12%29..webp
Chunkin Chocolate Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,215,210,,https://admin.dealcart.io/products/medium-1730815181972-Opa%20Chunky%20Fries%201.8%20kg..webp,https://admin.dealcart.io/products/medium-1730815181972-Opa%20Chunky%20Fries%201.8%20kg..webp
Cookie Vanilla Cone Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,215,210,,https://admin.dealcart.io/products/medium-1747120788490-Wall%27s%20Cornetto%20Cookies%20100%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120788490-Wall%27s%20Cornetto%20Cookies%20100%20ml%20-%20Pack%20Of%203..webp
Fishu Choco Stick Rs.10 (20Pcs),Biscuits,Biscuits,Gibs,200,,,,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2010%3A13%3A21%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2010%3A13%3A21%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Fishu Choco Stick Rs.5 (40Pcs),Biscuits,Biscuits,Gibs,200,,,,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2010%3A13%3A21%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2010%3A13%3A21%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Gale Egg Rs.10 (16Pcs),Biscuits,Biscuits,Gibs,160,,,,https://admin.dealcart.io/products/medium-1705654746262-Untitled%20design%20%2829%29..webp,https://admin.dealcart.io/products/medium-1705654746262-Untitled%20design%20%2829%29..webp
Jim Jam Sandwich Rs.10 (16Pcs),Biscuits,Biscuits,Gibs,160,,,,https://admin.dealcart.io/products/medium-1759750565352-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20X-Long%20Size%2016%20Pcs..webp,https://admin.dealcart.io/products/medium-1759750565352-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20X-Long%20Size%2016%20Pcs..webp
Biskela Chocolate Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,,,,,
Cookie Vanila Cone Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,,,,https://admin.dealcart.io/products/medium-1747120788490-Wall%27s%20Cornetto%20Cookies%20100%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120788490-Wall%27s%20Cornetto%20Cookies%20100%20ml%20-%20Pack%20Of%203..webp
Chocodoo Vanilla Rs.10 (16Pcs),Biscuits,Biscuits,Gibs,160,,,,https://admin.dealcart.io/products/medium-1759750565352-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20X-Long%20Size%2016%20Pcs..webp,https://admin.dealcart.io/products/medium-1759750565352-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20X-Long%20Size%2016%20Pcs..webp
Chocolate Cone Box Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,,,,https://admin.dealcart.io/products/medium-1747120888173-Wall%27s%20Cornetto%20Double%20Chocolate%20100%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120888173-Wall%27s%20Cornetto%20Double%20Chocolate%20100%20ml%20-%20Pack%20Of%203..webp
Choco Jammers Rs.10 (24Pcs),Biscuits,Biscuits,Gibs,240,,,,https://admin.dealcart.io/products/medium-1746791379914-Choco%20Jammin%20Strawberry%20Rs.%2030%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1746791379914-Choco%20Jammin%20Strawberry%20Rs.%2030%20%281x12%29..webp
Coconut Wala Rs.20 (8Pcs),Biscuits,Biscuits,Gibs,160,,,,https://admin.dealcart.io/products/medium-1722672655058-Sunsilk%20Shampoo%20Black%20Shine%20660%20ml_9_11zon..webp,https://admin.dealcart.io/products/medium-1722672655058-Sunsilk%20Shampoo%20Black%20Shine%20660%20ml_9_11zon..webp
BESTO HR Rs.20 (12Pcs+1Free),Biscuits,Biscuits,Mayfair,250,,,,https://admin.dealcart.io/4_store_Tue%20May%2020%202025%2022%3A56%3A36%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/4_store_Tue%20May%2020%202025%2022%3A56%3A36%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
BESTO SP Rs.10 (24Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/4_store_Tue%20May%2020%202025%2022%3A56%3A36%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/4_store_Tue%20May%2020%202025%2022%3A56%3A36%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
CAFE HR PILE Rs.20 (12Pcs),Biscuits,Biscuits,Mayfair,240,,,,,
CAFE HR Rs.40 (6Pcs+2free),Biscuits,Biscuits,Mayfair,260,,,,,
CAFE SP Rs.10 (24Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1723279160721-Hemani%20Sun%20Block%20Sp%2050%2050%20ml..webp,https://admin.dealcart.io/products/medium-1723279160721-Hemani%20Sun%20Block%20Sp%2050%2050%20ml..webp
CHOCDAY Rs.30 (8Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1747120631536-Wall%27s%20Choc%20Bar%2050%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120631536-Wall%27s%20Choc%20Bar%2050%20ml%20-%20Pack%20Of%203..webp
CHOCDAY SP Rs.10 (24Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1747120631536-Wall%27s%20Choc%20Bar%2050%20ml%20-%20Pack%20Of%203..webp,https://admin.dealcart.io/products/medium-1747120631536-Wall%27s%20Choc%20Bar%2050%20ml%20-%20Pack%20Of%203..webp
CREMO CHOC HR Rs.20 (12Pcs+1Free),Biscuits,Biscuits,Mayfair,250,,,,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp
CREMO CHOC HR Rs.40 (6Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp
CREMO CHOC SP Rs.10 (24Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp
CREMO STRW HR Rs.20 (12Pcs+1Free),Biscuits,Biscuits,Mayfair,250,,,,,
CREMO STRW HR Rs.40 (8Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp
CREMO STRW SP Rs.10 (24Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1762340355378-MayFair%20Cremo%20Strawberry%20Rs.%2010%20%281x24%29..webp
ENERGI HR Rs.20 (12Pcs+1Free),Biscuits,Biscuits,Mayfair,250,,,,https://admin.dealcart.io/products/medium-1754047133384-Denim%20Performance%20Body%20%26%20Face%20Wash%20-%20Energy%20250ml..webp,https://admin.dealcart.io/products/medium-1754047133384-Denim%20Performance%20Body%20%26%20Face%20Wash%20-%20Energy%20250ml..webp
ENERGI SP Rs.10 (24Pcs+1Free),Biscuits,Biscuits,Mayfair,250,,,,https://admin.dealcart.io/products/medium-1754047133384-Denim%20Performance%20Body%20%26%20Face%20Wash%20-%20Energy%20250ml..webp,https://admin.dealcart.io/products/medium-1754047133384-Denim%20Performance%20Body%20%26%20Face%20Wash%20-%20Energy%20250ml..webp
MAYFAIR A1 HR Rs.20 (12Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340639244-MayFair%20Special%20Egg%20Chocolate%20%26%20Milk%20Cookies%20Rs.20%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1762340639244-MayFair%20Special%20Egg%20Chocolate%20%26%20Milk%20Cookies%20Rs.20%20%281x12%29..webp
MAYFAIR A1 HR Rs.30 (8Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340697620-MayFair%20Wow%20Strawberry%20Rs.5%20%281x48%29..webp,https://admin.dealcart.io/products/medium-1762340697620-MayFair%20Wow%20Strawberry%20Rs.5%20%281x48%29..webp
MAYFAIR A1 HR Rs.40 (6Pcs+2Free),Biscuits,Biscuits,Mayfair,260,,,,https://admin.dealcart.io/products/medium-1762340285863-MayFair%20Caf%C3%A9%20Biscuit%20Rs.40%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1762340285863-MayFair%20Caf%C3%A9%20Biscuit%20Rs.40%20%281x6%29..webp
MAYFAIR A1 SP Rs.10 (24Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340553151-MayFair%20Heart%20Rs.10%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1762340553151-MayFair%20Heart%20Rs.10%20%281x24%29..webp
SPECIAL CLASSIC HR Rs.20 (12Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1758103440544-Untitled%20design%20%2813%29_11zon..webp,https://admin.dealcart.io/products/medium-1758103440544-Untitled%20design%20%2813%29_11zon..webp
SPECIAL CLASSIC HR Rs.40 (6Pcs+2Free),Biscuits,Biscuits,Mayfair,260,,,,https://admin.dealcart.io/products/medium-1758103440544-Untitled%20design%20%2813%29_11zon..webp,https://admin.dealcart.io/products/medium-1758103440544-Untitled%20design%20%2813%29_11zon..webp
SPECIAL CLASSIC SP Rs.10 (24Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1758103440544-Untitled%20design%20%2813%29_11zon..webp,https://admin.dealcart.io/products/medium-1758103440544-Untitled%20design%20%2813%29_11zon..webp
MAYFAIR HEARTS BOX RS.20 (12Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340571313-MayFair%20Heart%20Rs.20%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1762340571313-MayFair%20Heart%20Rs.20%20%281x12%29..webp
MAYFAIR HEARTS BOX RS.10 (24Pcs),Biscuits,Biscuits,Mayfair,240,,,,https://admin.dealcart.io/products/medium-1762340553151-MayFair%20Heart%20Rs.10%20%281x24%29..webp,https://admin.dealcart.io/products/medium-1762340553151-MayFair%20Heart%20Rs.10%20%281x24%29..webp
SiHai  Crispy Cookies Rs.20 (16Pcs),Biscuits,Biscuits,SiHai,320,,,,,
SiHai  Sweet Crackers Rs.20 (12Pcs),Biscuits,Biscuits,SiHai,240,,,,,
SiHai  BreakFast Rs.20 (16Pcs),Biscuits,Biscuits,SiHai,300,,,,,
SiHai  WAHAHA Blue Rs.20 (12Pcs),Biscuits,Biscuits,SiHai,240,,,,,
SiHai  WAHAHA Original cookies Rs.10 (36Pcs),Biscuits,Biscuits,SiHai,360,,,,,
Cocomo Rs.10 Triple Choc (30Pcs),Biscuits,Biscuits,Bisconni,300,,,,https://admin.dealcart.io/products/medium-1763195202818-Cocomo%20Triple%20Strawberry%20Box%20Rs.10%20%281x30%29..webp,https://admin.dealcart.io/products/medium-1763195202818-Cocomo%20Triple%20Strawberry%20Box%20Rs.10%20%281x30%29..webp
Cocomo Rs.20 Triple Choc (16Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1762933880103-Cocomo%20Triple%20Chocolate%20Box%20Rs.20%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1762933880103-Cocomo%20Triple%20Chocolate%20Box%20Rs.20%20%281x12%29..webp
Cocomo Rs.50 Triple Choc (1Pcs),Biscuits,Biscuits,Bisconni,50,,,,https://admin.dealcart.io/products/medium-1762933880103-Cocomo%20Triple%20Chocolate%20Box%20Rs.20%20%281x12%29..webp,https://admin.dealcart.io/products/medium-1762933880103-Cocomo%20Triple%20Chocolate%20Box%20Rs.20%20%281x12%29..webp
Cocomo Rs.100 Triple Choc (1Pcs),Biscuits,Biscuits,Bisconni,100,,,,https://admin.dealcart.io/products/medium-1762933896988-Cocomo%20Triple%20Chocolate%20Rs.100..webp,https://admin.dealcart.io/products/medium-1762933896988-Cocomo%20Triple%20Chocolate%20Rs.100..webp
RITE Rs.10 VANILLA (30Pcs),Biscuits,Biscuits,Bisconni,300,,,,,
RITE Rs.20 VANILLA (16Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1762776354229-Lay%27s%20Wavy%20BBQ%20Rs.%2050%20%2B%20Free%20Gift-%20Lay%27s%20Clip..webp,https://admin.dealcart.io/products/medium-1762776354229-Lay%27s%20Wavy%20BBQ%20Rs.%2050%20%2B%20Free%20Gift-%20Lay%27s%20Clip..webp
RITE Rs.30 VANILLA (12Pcs),Biscuits,Biscuits,Bisconni,360,,,,https://admin.dealcart.io/products/medium-1762776354229-Lay%27s%20Wavy%20BBQ%20Rs.%2050%20%2B%20Free%20Gift-%20Lay%27s%20Clip..webp,https://admin.dealcart.io/products/medium-1762776354229-Lay%27s%20Wavy%20BBQ%20Rs.%2050%20%2B%20Free%20Gift-%20Lay%27s%20Clip..webp
CHOCOLATTO Rs.10 ORIGINAL (30Pcs),Biscuits,Biscuits,Bisconni,300,,,,https://admin.dealcart.io/products/medium-1763194903231-Bisconni%20Chocolate%20Coated%20Cake%20Rs.50%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1763194903231-Bisconni%20Chocolate%20Coated%20Cake%20Rs.50%20%281x8%29..webp
CHOCOLATTO Rs.20 ORIGINAL (16Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1763194957350-Bisconni%20Cake%20Rusk%20Rs.40%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1763194957350-Bisconni%20Cake%20Rusk%20Rs.40%20%281x10%29..webp
CHOCOLATTO Rs.30 ORIGINAL (12Pcs),Biscuits,Biscuits,Bisconni,360,,,,,
ZEERA Rs.40 Original (6Pcs),Biscuits,Biscuits,Bisconni,240,,,,,
FLO Rs.10 VANILLA (30Pcs),Biscuits,Biscuits,Bisconni,300,,,,,
FLO Rs.10 CHOCOLATE (30Pcs),Biscuits,Biscuits,Bisconni,300,,,,,
NOVITA RS.10 CHOCOLATE (30Pcs),Biscuits,Biscuits,Bisconni,300,,,,https://admin.dealcart.io/products/medium-1762933756043-Novita%20Chocolate%20Rs.%2040%20Box%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1762933756043-Novita%20Chocolate%20Rs.%2040%20Box%20%281x8%29..webp
NOVITA RS.10 ORANGE (30Pcs),Biscuits,Biscuits,Bisconni,300,,,,https://admin.dealcart.io/products/medium-1762933799773-Novita%20Orange%20Rs.%2040%20Box%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1762933799773-Novita%20Orange%20Rs.%2040%20Box%20%281x8%29..webp
NOVITA Rs.20 CHOCOLATE (16Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1762933756043-Novita%20Chocolate%20Rs.%2040%20Box%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1762933756043-Novita%20Chocolate%20Rs.%2040%20Box%20%281x8%29..webp
NOVITA RS.20 ORANGE (16Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1762933799773-Novita%20Orange%20Rs.%2040%20Box%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1762933799773-Novita%20Orange%20Rs.%2040%20Box%20%281x8%29..webp
NOVITA RS.40 CHOCOLATE (8Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1762933756043-Novita%20Chocolate%20Rs.%2040%20Box%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1762933756043-Novita%20Chocolate%20Rs.%2040%20Box%20%281x8%29..webp
NOVITA RS.40 ORANGE (8Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1762933799773-Novita%20Orange%20Rs.%2040%20Box%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1762933799773-Novita%20Orange%20Rs.%2040%20Box%20%281x8%29..webp
CHAI WALA BISCUIT Rs.10 (24Pcs),Biscuits,Biscuits,Bisconni,240,,,,,
Crux Rs.10 Original (24Pcs),Biscuits,Biscuits,Bisconni,240,,,,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp,https://admin.dealcart.io/products/medium-1716470264276-HSDS0256-1..webp
Crux Rs.20 Original (16Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1759750565352-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20X-Long%20Size%2016%20Pcs..webp,https://admin.dealcart.io/products/medium-1759750565352-Leak%20Lock%20Sanitary%20Pads%20Value%20Pack%20X-Long%20Size%2016%20Pcs..webp
Crux Rs.30 Original (10Pcs),Biscuits,Biscuits,Bisconni,360,,,,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A43%3A45%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29,https://admin.dealcart.io/31_store_Wed%20Aug%2027%202025%2009%3A43%3A45%20GMT%2B0000%20%28Coordinated%20Universal%20Time%29
Mini Crux ORIGINAL Rs.10 (24Pcs),Biscuits,Biscuits,Bisconni,240,,,,https://admin.dealcart.io/products/medium-1729059550477-111..webp,https://admin.dealcart.io/products/medium-1729059550477-111..webp
Mini Crux ITALLIAN PIZZA Rs.10 (24Pcs),Biscuits,Biscuits,Bisconni,240,,,,https://admin.dealcart.io/products/medium-1728658633148-Pizza%20sauce%20Mini%20Pack%20210%20gm..webp,https://admin.dealcart.io/products/medium-1728658633148-Pizza%20sauce%20Mini%20Pack%20210%20gm..webp
Mini Crux YOGURT & HERB Rs10 (24Pcs),Biscuits,Biscuits,Bisconni,240,,,,https://admin.dealcart.io/products/medium-1761033174711-Mini%20Liquid%20Scalp%20Oil%20Applicator-1..webp,https://admin.dealcart.io/products/medium-1761033174711-Mini%20Liquid%20Scalp%20Oil%20Applicator-1..webp
Chip Hop Rs.30 Vanilla (10Pcs),Biscuits,Biscuits,Bisconni,300,,,,https://admin.dealcart.io/products/medium-1733225621252-Chip%20Hop%20Choco%20Rs.%2030%20%281x10%29_11zon..webp,https://admin.dealcart.io/products/medium-1733225621252-Chip%20Hop%20Choco%20Rs.%2030%20%281x10%29_11zon..webp
Chip Hop Rs.30 Chocolate (10Pcs),Biscuits,Biscuits,Bisconni,300,,,,https://admin.dealcart.io/products/medium-1733225621252-Chip%20Hop%20Choco%20Rs.%2030%20%281x10%29_11zon..webp,https://admin.dealcart.io/products/medium-1733225621252-Chip%20Hop%20Choco%20Rs.%2030%20%281x10%29_11zon..webp
Chocolate Chip Rs.10 Original (24Pcs),Biscuits,Biscuits,Bisconni,240,,,,https://admin.dealcart.io/products/medium-1763194708578-Bisconni%20Coffee%20Cake%20Box%20Rs.50%20%281x8%29..webp,https://admin.dealcart.io/products/medium-1763194708578-Bisconni%20Coffee%20Cake%20Box%20Rs.50%20%281x8%29..webp
Chocolate Chip Rs.20 Original (16Pcs),Biscuits,Biscuits,Bisconni,320,,,,https://admin.dealcart.io/products/medium-1763194770536-Bisconni%20Fudge%20Brownie%20Box%20Rs.40%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1763194770536-Bisconni%20Fudge%20Brownie%20Box%20Rs.40%20%281x10%29..webp
Chocolate Chip Rs.30 Original (12Pcs),Biscuits,Biscuits,Bisconni,360,,,,https://admin.dealcart.io/products/medium-1763194770536-Bisconni%20Fudge%20Brownie%20Box%20Rs.40%20%281x10%29..webp,https://admin.dealcart.io/products/medium-1763194770536-Bisconni%20Fudge%20Brownie%20Box%20Rs.40%20%281x10%29..webp
Chocolate Chip Loaded Rs.15 (15Pcs),Biscuits,Biscuits,Bisconni,300,280,280,,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp,https://admin.dealcart.io/products/medium-1763197386730-Chocolate%20Chip%20Cookie%20Original%20Box%20Rs.%2020%20%281x16%29..webp
Day Dream Rs.30 Coffee (10Pcs),Biscuits,Biscuits,Bisconni,300,280,280,,https://admin.dealcart.io/products/medium-1717839662414-Day%3DDream..webp,https://admin.dealcart.io/products/medium-1717839662414-Day%3DDream..webp
Digestive Rs.250 Original (1Pcs),Biscuits,Biscuits,Bisconni,270,240,240,,https://admin.dealcart.io/products/medium-1735300520412-Digestive%20Original..webp,https://admin.dealcart.io/products/medium-1735300520412-Digestive%20Original..webp
Digestive Rs.30 Original (10Pcs),Biscuits,Biscuits,Bisconni,300,280,280,,https://admin.dealcart.io/products/medium-1735300520412-Digestive%20Original..webp,https://admin.dealcart.io/products/medium-1735300520412-Digestive%20Original..webp
Digestive Rs.30 Sugar Free (10Pcs),Biscuits,Biscuits,Bisconni,300,280,280,,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
Digestive Rs.250 Sugar Free (1Pcs),Biscuits,Biscuits,Bisconni,270,240,240,,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
Digestive Rs.30 Chocolate (10Pcs),Biscuits,Biscuits,Bisconni,300,280,280,,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
Digestive Rs.30 Honey (10Pcs),Biscuits,Biscuits,Bisconni,300,280,280,,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp,https://admin.dealcart.io/products/medium-1753439694519-Innovative%20Digestive%20Half%20Roll%20Rs.%2040%20%281x6%29..webp
